Room Number,Floor,Building Name,House Name,Room Type,Original Image
E224B,2,Max Palevsky,Hoover,Double,018_Max_P_Hoover_Floor_2_pdf_house_0.png
E222A,2,Max Palevsky,Hoover,Single,018_Max_P_Hoover_Floor_2_pdf_house_0.png
E222B,2,Max Palevsky,Hoover,Single,018_Max_P_Hoover_Floor_2_pdf_house_0.png
E220A,2,Max Palevsky,May,Single,019_Max_P_May_Floor_2_pdf_house_0.png
E220B,2,Max Palevsky,May,Single,019_Max_P_May_Floor_2_pdf_house_0.png
E214A,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E214B,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E212A,2,Max Palevsky,May,Single,019_Max_P_May_Floor_2_pdf_house_0.png
E212B,2,Max Palevsky,May,Single,019_Max_P_May_Floor_2_pdf_house_0.png
E223A,2,Max Palevsky,May,Single,019_Max_P_May_Floor_2_pdf_house_0.png
E223B,2,Max Palevsky,May,Single,019_Max_P_May_Floor_2_pdf_house_0.png
E221B,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E221A,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E219B,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E219A,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E217B,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E217A,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E215B,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E215A,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E213B,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E213A,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E211B,2,Max Palevsky,May,Single,019_Max_P_May_Floor_2_pdf_house_0.png
E211A,2,Max Palevsky,May,Single,019_Max_P_May_Floor_2_pdf_house_0.png
E201A,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E201B,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E203A,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E203B,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E205A,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E205B,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E207A,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E207B,2,Max Palevsky,May,Double,019_Max_P_May_Floor_2_pdf_house_0.png
E209A,2,Max Palevsky,May,Single,019_Max_P_May_Floor_2_pdf_house_0.png
E209B,2,Max Palevsky,May,Single,019_Max_P_May_Floor_2_pdf_house_0.png
E210A,2,Max Palevsky,May,Single,019_Max_P_May_Floor_2_pdf_house_0.png
E427B,4,Max Palevsky,Hoover,Single,020_Max_P_Hoover_Floor_4_pdf_house_0.png
E427A,4,Max Palevsky,Hoover,Single,020_Max_P_Hoover_Floor_4_pdf_house_0.png
E428A,4,Max Palevsky,Hoover,Single,020_Max_P_Hoover_Floor_4_pdf_house_0.png
E428B,4,Max Palevsky,Hoover,Single,020_Max_P_Hoover_Floor_4_pdf_house_0.png
E426A,4,Max Palevsky,Hoover,Double,020_Max_P_Hoover_Floor_4_pdf_house_0.png
E426B,4,Max Palevsky,Hoover,Double,020_Max_P_Hoover_Floor_4_pdf_house_0.png
E424A,4,Max Palevsky,Hoover,Double,020_Max_P_Hoover_Floor_4_pdf_house_0.png
E424B,4,Max Palevsky,Hoover,Double,020_Max_P_Hoover_Floor_4_pdf_house_0.png
E422A,4,Max Palevsky,Hoover,Single,020_Max_P_Hoover_Floor_4_pdf_house_0.png
E422B,4,Max Palevsky,Hoover,Single,020_Max_P_Hoover_Floor_4_pdf_house_0.png
